,Date,Open,High,Low,Close,Adj Close,compound,neg,neu,pos
1828,2014-03-11,76.4929,76.9629,76.0843,536.09,76.5843,0.9836,0.02,0.865,0.115
1829,2014-03-12,76.3586,76.7643,76.0,536.61,76.6586,0.9628,0.027,0.843,0.13
1830,2014-03-13,76.7771,77.0943,75.5943,530.65,75.8071,0.8276,0.041,0.87,0.089
1831,2014-03-14,75.5414,75.8414,74.7143,524.69,74.9557,0.0,0.0,0.0,0.0
1832,2014-03-17,75.3857,75.71,75.1214,526.74,75.2486,0.1027,0.072,0.859,0.069
1833,2014-03-18,75.1286,75.9957,75.0286,531.4,75.9143,0.0772,0.026,0.947,0.027
1834,2014-03-19,76.0371,76.6057,75.5714,531.26,75.8943,0.7269,0.007,0.938,0.055
1835,2014-03-20,75.6986,76.0957,75.3357,528.7,75.5286,-0.6187,0.08,0.851,0.069
1836,2014-03-21,75.99,76.25,75.19,532.87,76.1243,-0.1154,0.092,0.807,0.102
1837,2014-03-24,76.9171,77.2143,76.4371,539.19,77.0271,0.0,0.0,0.0,0.0
1838,2014-03-25,77.3571,77.9643,77.0843,544.99,77.8557,0.9117,0.028,0.899,0.073
1839,2014-03-26,78.0743,78.4286,76.98,539.78,77.1114,0.9063,0.046,0.856,0.097
1840,2014-03-27,77.1457,77.3571,76.4457,537.46,76.78,0.7519,0.074,0.821,0.105
1841,2014-03-28,76.9029,76.9914,76.3214,536.86,76.6943,0.5134,0.075,0.814,0.111
1842,2014-03-31,77.0329,77.2586,76.5614,536.74,76.6771,0.9875,0.0,0.784,0.216
1843,2014-04-01,76.8229,77.41,76.6814,541.65,77.3786,0.0,0.0,0.0,0.0
1844,2014-04-02,77.4829,77.64,77.18,542.55,77.5071,-0.1298,0.064,0.873,0.063
1845,2014-04-03,77.3414,77.5,76.8057,538.79,76.97,0.9628,0.045,0.84,0.115
1846,2014-04-04,77.1157,77.1429,75.7971,531.82,75.9743,0.0145,0.097,0.802,0.101
1847,2014-04-07,75.4314,75.8429,74.5557,523.47,74.7814,0.2846,0.067,0.865,0.068
1848,2014-04-08,75.0271,75.16,74.1,523.44,74.7771,0.9125,0.064,0.829,0.107
1849,2014-04-09,74.6629,75.7843,74.5743,530.32,75.76,0.9748,0.032,0.874,0.095
1850,2014-04-10,75.8114,76.0343,74.7386,523.48,74.7829,-0.2238,0.063,0.879,0.058
1851,2014-04-11,74.1429,74.69,73.8771,519.61,74.23,0.9822,0.054,0.82,0.126
1852,2014-04-14,74.5571,74.5943,73.8871,521.68,74.5257,0.9328,0.041,0.837,0.121
1853,2014-04-15,74.3243,74.52,73.0471,517.96,73.9943,0.7615,0.074,0.814,0.112
1854,2014-04-16,74.0071,74.4414,73.4486,519.01,74.1443,0.4882,0.072,0.856,0.072
1855,2014-04-17,74.2857,75.3943,74.1714,524.94,74.9914,-0.2485,0.038,0.933,0.03
1856,2014-04-21,75.0486,76.02,74.8514,531.17,75.8814,-0.6478,0.086,0.833,0.082
1857,2014-04-22,75.4729,75.9757,75.2143,531.7,75.9571,-0.8105,0.095,0.838,0.067
1858,2014-04-23,75.58,75.8757,74.9214,524.75,74.9643,0.9861,0.074,0.756,0.171
1859,2014-04-24,81.1729,81.4286,80.1043,567.77,81.11,0.8355,0.1,0.772,0.129
1860,2014-04-25,80.6471,81.7129,80.5657,571.94,81.7057,-0.0772,0.064,0.876,0.06
1861,2014-04-28,81.8286,85.1071,81.7929,594.09,84.87,0.1285,0.106,0.766,0.128
1862,2014-04-29,84.82,85.14,84.2157,592.33,84.6186,-0.3919,0.146,0.718,0.136
1863,2014-04-30,84.6629,85.6329,84.2571,590.09,84.2986,0.7269,0.036,0.882,0.082
1864,2014-05-01,84.5714,84.9714,83.7657,591.48,84.4971,0.7964,0.127,0.718,0.155
1865,2014-05-02,84.62,84.8857,84.2443,592.58,84.6543,0.9755,0.047,0.813,0.141
1866,2014-05-05,84.3057,85.8571,84.2857,600.96,85.8514,0.3071,0.109,0.787,0.104
1867,2014-05-06,85.9714,86.3443,84.9157,594.41,84.9157,-0.6597,0.07,0.87,0.06
1868,2014-05-07,85.0357,85.3271,83.9614,592.33,84.6186,0.8047,0.0,0.948,0.052
1869,2014-05-08,84.0357,84.9157,83.7714,587.99,83.9986,0.7579,0.039,0.894,0.066
1870,2014-05-09,83.5057,83.75,82.9043,585.54,83.6486,0.8458,0.012,0.95,0.037
1871,2014-05-12,83.9271,84.8086,83.9143,592.83,84.69,0.82,0.076,0.812,0.111
1872,2014-05-13,84.5714,84.9343,84.3857,593.76,84.8229,0.6848,0.028,0.919,0.053
1873,2014-05-14,84.6329,85.3429,84.5343,593.87,84.8386,0.6767,0.064,0.838,0.099
1874,2014-05-15,84.9571,85.2286,84.0057,588.82,84.1171,0.4854,0.027,0.905,0.067
1875,2014-05-16,84.09,85.3614,83.6286,597.51,85.3586,0.5204,0.047,0.89,0.064
1876,2014-05-19,85.4071,86.7614,85.3329,604.59,86.37,0.9901,0.019,0.849,0.132
1877,2014-05-20,86.3586,86.6286,85.8186,604.71,86.3871,0.9812,0.007,0.874,0.119
1878,2014-05-21,86.2614,86.6714,86.0086,606.31,86.6157,0.9745,0.047,0.835,0.119
1879,2014-05-22,86.6571,87.1214,86.3,607.27,86.7529,0.9671,0.06,0.807,0.133
1880,2014-05-23,86.75,87.8186,86.6386,614.13,87.7329,0.9712,0.02,0.862,0.118
1881,2014-05-27,87.9829,89.4086,87.9471,625.63,89.3757,-0.7269,0.102,0.804,0.094
1882,2014-05-28,89.4314,89.9757,89.1114,624.01,89.1443,-0.891,0.155,0.799,0.046
1883,2014-05-29,89.6929,90.9814,89.6814,635.38,90.7686,0.5859,0.039,0.884,0.077
1884,2014-05-30,91.14,92.0243,89.8429,633.0,90.4286,0.8143,0.014,0.917,0.069
1885,2014-06-02,90.5657,90.69,88.9286,628.65,89.8071,0.9713,0.036,0.839,0.125
1886,2014-06-03,89.78,91.2486,89.75,637.54,91.0771,0.9477,0.014,0.887,0.099
1887,2014-06-04,91.0629,92.5557,90.8729,644.82,92.1171,0.6545,0.049,0.88,0.071
1888,2014-06-05,92.3143,92.7671,91.8014,647.35,92.4786,0.0,0.039,0.916,0.045
1889,2014-06-06,92.8429,93.0371,92.0671,645.57,92.2243,0.6597,0.053,0.866,0.081
1890,2014-06-09,92.7,93.88,91.75,93.7,93.7,0.9429,0.054,0.838,0.108
1891,2014-06-10,94.73,95.05,93.57,94.25,94.25,0.0,0.0,0.0,0.0
1892,2014-06-11,94.13,94.76,93.47,93.86,93.86,0.7414,0.056,0.87,0.074
1893,2014-06-12,94.04,94.12,91.9,92.29,92.29,-0.6542,0.078,0.86,0.062
1894,2014-06-13,92.2,92.44,90.88,91.28,91.28,-0.5838,0.096,0.817,0.087
1895,2014-06-16,91.51,92.75,91.45,92.2,92.2,0.0,0.0,0.0,0.0
1896,2014-06-17,92.31,92.7,91.8,92.08,92.08,0.9788,0.029,0.824,0.147
1897,2014-06-18,92.27,92.29,91.35,92.18,92.18,0.9656,0.067,0.799,0.134
1898,2014-06-19,92.29,92.3,91.34,91.86,91.86,-0.6652,0.068,0.88,0.053
1899,2014-06-20,91.85,92.55,90.9,90.91,90.91,-0.9102,0.119,0.812,0.068
1900,2014-06-23,91.32,91.62,90.6,90.83,90.83,0.982,0.04,0.817,0.143
1901,2014-06-24,90.75,91.74,90.19,90.28,90.28,0.8885,0.065,0.795,0.14
1902,2014-06-25,90.21,90.7,89.65,90.36,90.36,0.2263,0.074,0.845,0.082
1903,2014-06-26,90.37,91.05,89.8,90.9,90.9,0.7783,0.038,0.892,0.07
1904,2014-06-27,90.82,92.0,90.77,91.98,91.98,0.8462,0.021,0.893,0.086
1905,2014-06-30,92.1,93.73,92.09,92.93,92.93,0.1513,0.126,0.725,0.149
1906,2014-07-01,93.52,94.07,93.13,93.52,93.52,0.5267,0.07,0.823,0.107
1907,2014-07-02,93.87,94.06,93.09,93.48,93.48,-0.872,0.094,0.841,0.065
1908,2014-07-03,93.67,94.1,93.2,94.03,94.03,-0.9464,0.091,0.89,0.02
1909,2014-07-07,94.14,95.99,94.1,95.97,95.97,0.9313,0.01,0.911,0.079
1910,2014-07-08,96.27,96.8,93.92,95.35,95.35,0.9331,0.046,0.846,0.108
1911,2014-07-09,95.44,95.95,94.76,95.39,95.39,-0.6808,0.077,0.871,0.052
1912,2014-07-10,93.76,95.55,93.52,95.04,95.04,-0.6049,0.052,0.92,0.028
1913,2014-07-11,95.36,95.89,94.86,95.22,95.22,-0.1531,0.05,0.909,0.041
1914,2014-07-14,95.86,96.89,95.65,96.45,96.45,0.875,0.044,0.844,0.113
1915,2014-07-15,96.8,96.85,95.03,95.32,95.32,0.9008,0.015,0.91,0.075
1916,2014-07-16,96.97,97.1,94.74,94.78,94.78,0.93,0.035,0.882,0.084
1917,2014-07-17,95.03,95.28,92.57,93.09,93.09,0.9153,0.021,0.9,0.079
1918,2014-07-18,93.62,94.74,93.02,94.43,94.43,0.4767,0.032,0.916,0.052
1919,2014-07-21,94.99,95.0,93.72,93.94,93.94,0.9193,0.011,0.917,0.072
1920,2014-07-22,94.68,94.89,94.12,94.72,94.72,0.9517,0.035,0.87,0.094
1921,2014-07-23,95.42,97.88,95.17,97.19,97.19,0.9246,0.059,0.828,0.114
1922,2014-07-24,97.04,97.32,96.42,97.03,97.03,0.4678,0.08,0.819,0.101
1923,2014-07-25,96.85,97.84,96.64,97.67,97.67,0.9912,0.038,0.795,0.168
1924,2014-07-28,97.82,99.24,97.55,99.02,99.02,0.6124,0.0,0.898,0.102
1925,2014-07-29,99.33,99.44,98.25,98.38,98.38,0.0516,0.096,0.794,0.11
1926,2014-07-30,98.44,98.7,97.67,98.15,98.15,0.0,0.0,0.0,0.0
1927,2014-07-31,97.16,97.45,95.33,95.6,95.6,0.5227,0.0,0.951,0.049
1928,2014-08-01,94.9,96.62,94.81,96.13,96.13,-0.9288,0.108,0.822,0.07
1929,2014-08-04,96.37,96.58,95.17,95.59,95.59,0.891,0.0,0.9,0.1
1930,2014-08-05,95.36,95.68,94.36,95.12,95.12,0.0,0.0,0.0,0.0
1931,2014-08-06,94.75,95.48,94.71,94.96,94.96,0.9754,0.026,0.854,0.12
1932,2014-08-07,94.93,95.95,94.1,94.48,94.48,0.7026,0.04,0.892,0.068
1933,2014-08-08,94.26,94.82,93.28,94.74,94.74,-0.9517,0.122,0.803,0.075
1934,2014-08-11,95.27,96.08,94.84,95.99,95.99,0.8524,0.048,0.865,0.087
1935,2014-08-12,96.04,96.88,95.61,95.97,95.97,0.9538,0.023,0.88,0.098
1936,2014-08-13,96.15,97.24,96.04,97.24,97.24,0.8294,0.105,0.756,0.138
1937,2014-08-14,97.33,97.57,96.8,97.5,97.5,0.995,0.039,0.78,0.181
1938,2014-08-15,97.9,98.19,96.86,97.98,97.98,0.9524,0.033,0.856,0.111
1939,2014-08-18,98.49,99.37,97.98,99.16,99.16,0.9548,0.084,0.739,0.177
1940,2014-08-19,99.41,100.68,99.32,100.53,100.53,0.9638,0.012,0.882,0.107
1941,2014-08-20,100.44,101.09,99.95,100.57,100.57,0.101,0.056,0.89,0.054
1942,2014-08-21,100.57,100.94,100.11,100.58,100.58,-0.3832,0.062,0.891,0.046
1943,2014-08-22,100.29,101.47,100.19,101.32,101.32,-0.6808,0.08,0.874,0.046
1944,2014-08-25,101.79,102.17,101.28,101.54,101.54,-0.7351,0.091,0.842,0.067
1945,2014-08-26,101.42,101.5,100.86,100.89,100.89,0.765,0.062,0.841,0.097
1946,2014-08-27,101.02,102.57,100.7,102.13,102.13,0.8316,0.07,0.824,0.106
1947,2014-08-28,101.59,102.78,101.56,102.25,102.25,-0.4678,0.09,0.82,0.09
1948,2014-08-29,102.86,102.9,102.2,102.5,102.5,0.0,0.0,0.0,0.0
1949,2014-09-02,103.06,103.74,102.72,103.3,103.3,0.5346,0.051,0.889,0.06
1950,2014-09-03,103.1,103.2,98.58,98.94,98.94,-0.8074,0.096,0.838,0.066
1951,2014-09-04,98.85,100.09,97.79,98.12,98.12,0.1779,0.041,0.902,0.057
1952,2014-09-05,98.8,99.39,98.31,98.97,98.97,0.9337,0.048,0.862,0.09
1953,2014-09-08,99.3,99.31,98.05,98.36,98.36,0.8608,0.044,0.874,0.082
1954,2014-09-09,99.08,103.08,96.14,97.99,97.99,0.8519,0.042,0.898,0.061
1955,2014-09-10,98.01,101.11,97.76,101.0,101.0,0.9092,0.069,0.815,0.115
1956,2014-09-11,100.41,101.44,99.62,101.43,101.43,0.9367,0.063,0.82,0.117
1957,2014-09-12,101.21,102.19,101.08,101.66,101.66,0.9152,0.032,0.891,0.076
1958,2014-09-15,102.81,103.05,101.44,101.63,101.63,0.9789,0.029,0.848,0.123
1959,2014-09-16,99.8,101.26,98.89,100.86,100.86,0.932,0.06,0.824,0.117
1960,2014-09-17,101.27,101.8,100.59,101.58,101.58,-0.9001,0.088,0.853,0.059
1961,2014-09-18,101.93,102.35,101.56,101.79,101.79,0.8689,0.072,0.816,0.112
1962,2014-09-19,102.29,102.35,100.5,100.96,100.96,0.0,0.0,0.0,0.0
1963,2014-09-22,101.8,102.14,100.58,101.06,101.06,0.9705,0.009,0.896,0.094
